,feedback,polarity,subjectivity,sentiment
312,"Ok, I understand now how you are citing your sources However, you still need to mention the name of the authors before the page numbers (in case it's a direct quotation) and the year of the publication",0.3,0.45,pos
313,"Technically speaking, standard deviation is not a probability (a probability must be between  and , which is not always the case for standard deviation figures)",0.0,0.03333333333333333,neutral
314,Nice table with a proper display of the summary statistics for each asset,0.3,0.55,pos
315,"And for this calculation, the correlation between the assets also need to be considered",0.0,0.0,neutral
316,"These are two different things: not being correlated does not mean that two assets are negatively correlated Yours is an example of the former, however not of the later (which in turn is the way of making the most out of diversification)",0.059375000000000004,0.3645833333333333,neutral
317,What's being plotted in the efficient frontier is the maximum expected return for varying levels of risk of a portfolio The weightings themselves are not displayed in the efficient frontier,-0.1,0.4,neg
318,"Nice and clear explanation of ""dominated"" portfolios (ie, the ones that investor can improve upon)",0.35,0.6916666666666667,pos
319,"The axes of the graph need to be properly labeled Moreover, the efficient frontier and the CAL seem to coincide beyond some level of portfolio risk This would be wrong since there can be only one point of tangency between the efficient frontier and the CAL",-0.16666666666666666,0.6666666666666666,neg
320,"That's to say, different investors will allocate their wealth between the risk-free asset and the optimal risky portfolio in different ways However, the optimal risky portfolio is the same, regardless of the risk preferences of investors This is the so called separation property",0.1,0.48124999999999996,neutral
321,"Nice discussion, good use of references",0.6499999999999999,0.8,pos
322,"You could have discussed a bit more cyclical and defensive industries, although overall you have provided a nice discussion",0.3666666666666667,0.5,pos
323,Good example that illustrates quite well the use of put options,0.7,0.6000000000000001,pos
324,Be mindful of page breaks,0.0,0.0,neutral
325,"Good choice of example to illustrate the concept, well done",0.7,0.6000000000000001,pos
326,"Excellent discussion The use of futures for hedging purposes also eliminate the risk, though: sometimes we tend to see an adverse move in prices as detrimental to our position, but nonetheless there's always a hedging cost to be faced (as in the example above where the farmer locked in a price of $ but the spot price turned out to be $ in the expiry date)",0.5,0.55,pos
327,"Precisely, clear explanation",0.10000000000000002,0.3833333333333333,neutral
328,"Relatively to the other sections, I found this a bit too descriptive and not enough critical",-0.03125,0.41875,neg
329,"Well said, you could have made such remarks more extensively throughout this section",0.16666666666666666,0.4444444444444444,neutral
330,"Good summary, a bit too detailed - it could be shorter",0.55,0.675,pos
331,"Correct, be mindful that asymmetric and skewed payoffs' distributions stand for the same",0.0,0.125,neutral
332,"Informative comparison of GM and AM, well done",0.0,0.0,neutral
333,"It can estimate risk, indeed; however, the criterion for the decision is how much compensation for risk is yielded by different portfolios, and we are after the one that offers the highest (or else, that maximizes the Sharpe ratio)",0.10000000000000002,0.26666666666666666,neutral
334,"Nice table with some important summary statistics; be mindful, though, of page breaks",0.5,1.0,pos
335,"In the efficient frontier, there's only one optimal portfolio: the one that maximizes the Sharpe ratio",0.0,1.0,neutral
336,"Yes, indeed The discussion of the efficient frontier and the optimal was well posed, good job",0.7,0.6000000000000001,pos
337,"Excellent - leptokurtic distributions have fat tails, ie, the likelihood of extreme events (think of asset returns in times of crises) is higher, and such characteristic is in turn observed in reality",0.21166666666666667,0.6933333333333334,neutral
338,"Given that you have presented the correlation matrix, the covariance matrix could have been omitted - they basically provide the same information (and in this regard, the correlation matrix is easier to be interpreted)",0.0,0.125,neutral
339,"The bordered-covariance matrix is also not fundamental for the reader to understand the report, and should also had been relegated to the appendix",0.0,0.0,neutral
340,"Excellent, you have got the efficient frontier quite right, well done",0.6428571428571428,0.7678571428571428,pos
341,"Good analysis presented in this section, particularly what the indicators represents in terms of the outlook for the economy, and the implications in terms of choosing investment assets from cyclical and defensive industries You could have touched a bit on the meaning of the different types of indicators (ie, leading, lagging and coincident)",0.28888888888888886,0.5111111111111111,pos
342,"Good discussion and use of references - at times, the Black-Scholes model is used not to price options but rather to infer the volatility of the underlying asset For instance, the implied volatility is the one that makes the theoretical price of the option to be equal to the option price observed in the market",0.2333333333333333,0.3166666666666667,neutral
343,"The constant volatility assumption is the one most likely violated in real markets, good job in mentioning it",0.27999999999999997,0.5466666666666666,pos
344,"Yes, since the investor that gets to be negatively affected by price movements might not be willing to fulfill his/her obligations at the expiry date",-0.024999999999999994,0.575,neg
345,"Excellent explanation of basis risk supported by a clear example, well done",0.55,0.6916666666666667,pos
346,Be mindful of page breaks,0.0,0.0,neutral
347,"Yes, correct The type of preferences that we looked at the assignment and is mostly assumed in investment management theory is such that investor care about both risk and return As such, evaluating performance based only on observed returns would be misleading",0.125,0.625,neutral
348,No need to use  decimal places,0.0,0.0,neutral
349,Very good exposition of an issue of the Sharpe ratio as a performance measure,0.9099999999999999,0.7800000000000001,pos
350,An executive summary is missing,-0.2,0.05,neg
351,"It's not that the geometric mean takes into account the volatility in asset returns whereas the arithmetic mean does not, it's just that - by virtue of its formula - the geometric mean assigns less weight to extreme observations and, as such, is less affected by what could be viewed as outliers",-0.19940476190476192,0.5279761904761905,neg
352,"Good discussion provided, a reference here would fit well",0.55,0.5,pos
353,"The efficient frontier is correct and the graph presented is properly labeled You could have titled the figure and added a proper caption to it (eg, Figure :)",0.16666666666666666,0.39999999999999997,neutral
354,This statement and most of the paragraph could be better articulated,0.5,0.5,pos
355,What's the side of the efficient frontier line?,0.0,0.0,neutral
356,"The Black-Scholes option pricing theory could be better discussed in this section, which only presents numerical results without any analysis whatsoever",0.25,0.75,neutral
357,"The basis risk is rather related to a decouple of the spot price from the futures price and, as such, it's not only related to the volatility of the corresponding asset",0.0,0.575,neutral
358,It would be better to provide clear section titles whenever addressing different questions of the assignment,0.19999999999999998,0.49444444444444446,neutral
359,"The discussion provided in the final section was very instructive: you managed to articulate well what each measure of performance captures, and the corresponding limitations Following it, you should have concluded the report before presenting the references - recall that this document was meant to be a formal business report",0.06666666666666667,0.46666666666666673,neutral
360,"Good summary, concise and informative",0.39999999999999997,0.6000000000000001,pos
361,"Yes, and this is why it's not an easy task",0.43333333333333335,0.8333333333333334,pos
362,Too repetitive,-0.25,0.25,neg
363,Good motivation for the discussion of arithmetic and the geometric means that follow The main features of each method (time vs dollar weighting) were well explained,0.4333333333333333,0.4666666666666667,pos
364,Precisely what the standard deviation is: dispersion around the mean,0.029166666666666674,0.49583333333333335,neutral
365,This happens when extreme events are observed - the Normal distribution does not assign high enough probability to them (the tails of the distribution are not fat enough),0.037,0.638,neutral
366,"You could have presented in the body of the report the graph containing the efficient frontier, CAL and the optimal risky portfolio - that helps immensely the reader in understanding the theory",0.0,1.0,neutral
367,"Diversification does not reduce systematic risk, which by definition is not diversifiable",0.0,0.0,neutral
368,The more two assets are negatively correlated,0.1,0.45,neutral
369,"Very good discussion, the explanation of the separation property is clear and well motivated",0.505,0.5816666666666668,pos
370,"Correct, this is one of the main disadvantages of it",0.16666666666666666,0.3333333333333333,neutral
371,"Yes, these are the two main drivers of monetary policy",0.16666666666666666,0.3333333333333333,neutral
372,"Good discussion You could have briefly mentioned and explained the different types of economic indicator (ie, leading, lagging and coincident), and touched on some of the implications for investment management",0.22499999999999998,0.4333333333333333,neutral
373,How and why these factors affect option prices?,0.0,0.0,neutral
374,"These are very important assumptions, you could have discussed a bit further whether they are verified in reality (and the implications in case they are not)",0.26,0.75,pos
375,Why future option? It leads the reader to think it's another type of option that you just described,0.0,0.125,neutral
376,"Very detailed and clear discussion of future contracts, well done You could have provided a simple example as an illustration",0.155,0.46011904761904765,neutral
377,"Precisely, well posed explanation",0.4,0.8,pos
378,"Good start: stating the two categories where performance measures lie, and then moving into the discussion of each of them",0.7,0.6000000000000001,pos
379,"You highlighted in a fair way the main factors (and limitations) of each of these performance measures, good job",0.5222222222222221,0.6111111111111112,pos
380,"Before the introduction, you could have provided an executive summary and a table of contents, as in the typical (AIB) format required for reports",-0.16666666666666666,0.5,neg
381,"The information below should have been provided in a proper table and discussed accordingly It's also missing in part 'A' a critical discussion of the different methods used to calculate average returns (ie, arithmetic and geometric means)",-0.06999999999999999,0.39,neg
382,"In which sense? This is not necessarily true, you could have explained this point better",0.1625,0.575,neutral
383,These type of discussion is too descriptive - it's better to provide a table and let the reader realize by herself how the numbers compare to each other,0.1875,0.4375,neutral
384,"Since it is more easily interpreted and given that it provides similar information, the correlation matrix would be a better table to be displayed than the covariance matrix",0.35833333333333334,0.5583333333333333,pos
385,"The efficient frontier, in conjunction with the CAL and the optimal risky portfolio, is missing",-0.2,0.05,neg
386,Good discussion and use of references,0.7,0.6000000000000001,pos
387,"Yes, that's the challenge",0.0,0.0,neutral
388,"A good discussion was carried in this section, however you relied too much on the same reference - there should more mix of sources",0.35,0.35625,pos
389,Not enough critical discussion was provided in this section,0.0,0.65,neutral
390,Wrong citation style,-0.5,0.9,neg
391,What are the implications of basis risk for investors?,0.0,0.0,neutral
392,"Ok, this is what I was after :)",0.5,0.75,pos
393,The information provided below should had been put in a table,0.0,0.0,neutral
394,"Nice discussion of the performance meaures, particularly so when some of the assumptions they rely on were discussed",0.3833333333333333,0.6666666666666666,pos
395,"The optimal allocation gives the best reward (expected return) for risk, not the minimum risk",0.45,0.35,pos
396,"Highly priced in which sense? This statement is not clear Rather, the combinations of risk and return that are efficient (ie, the maximum expected return for a particular level of risk, and vice versa)",0.04416666666666666,0.4141666666666666,neutral
397,"This sections falls short of providing a critical discussion of the different ways of calculating the mean (ie, arithmetic and geometric means) Rather, it relies too much on describing the numbers obtained",-0.0225,0.5175000000000001,neg
398,A legend should be provided for the reader to be able to identify the meaning of each column The chart needs to be properly labeled,0.25,0.3625,neutral
399,The efficient frontier should had been displayed in this section,0.0,0.0,neutral
400,No need of  decimal places,0.0,0.0,neutral
401,"This point was emphasized multiple times previously, and it's not the main take-away from the efficient frontier",0.0,0.16666666666666666,neutral
402,The relationship between risk and return has no implication whatsoever on the outlook for the economy,0.0,0.0,neutral
403,"A more articulated discussion should had been provided in terms of the types of industries that give higher or lower exposure to the business cycle (ie, cyclical vs defensive stocks), and the types of economic indicators (ie, leading, lagging and coincident) based on which investors can extract information about the economy",0.31666666666666665,0.39999999999999997,pos
404,"These are not all the factors that affect option prices, and missing is one which, arguably, is the most important: the volatility of the underlying asset",0.2333333333333333,0.5166666666666667,neutral
405,"The paragraph that follows provides a fair discussion, however the ones that follow are too descriptive - critical reflection is missing",0.16666666666666666,0.5833333333333334,neutral
406,It's still not clear what are the implications of basis risk for investors,-0.05000000000000001,0.3833333333333333,neg
407,This section covered in a satisfactory way the different measures related to funds and managers' performance,0.0,0.5,neutral
408,"That's to say, relative to a specific benchmark",0.0,0.0625,neutral
